,직종코드,직종명,상위단계 직종코드
452,307100,"응급구조사(인명구조원, 119구조대원 포함)",044
453,307200,위생사,044
454,307300,안경사,044
455,307400,의무기록사,044
456,307500,간호조무사,044
457,307501,간호조무사(요양병원 제외),044
458,307502,요양병원 간호조무사,044
459,307600,안마사,044
460,307900,기타 보건·의료 종사원,044
461,307901,의료 보조원,044
462,307902,산후조리 종사원(산모 도우미),044
463,307903,기타 보건·의료 서비스 종사원,044
464,550101,간병인(재가 제외),044
465,550102,재가 간병인,044
466,550103,시설 요양보호사(노인요양사),044
467,550104,재가 요양보호사,044
468,550200,육아 도우미(베이비시터),044
469,029902,출판·자료 편집 사무원,051
470,411100,작가,051
471,411200,번역가 및 통역가,051
472,411201,번역가(영어),051
473,411202,번역가(중국어),051
474,411203,번역가(일본어),051
475,411204,번역가(기타 언어),051
476,411205,통역가(영어),051
477,411206,통역가(중국어),051
478,411207,통역가(일본어),051
479,411208,통역가(기타 언어),051
480,411209,수화 및 의료 통역가,051
481,411300,출판물 전문가,051
482,412000,기자 및 언론 전문가,052
483,412001,신문·방송 기자,052
484,412002,잡지·생활정보지 및 기타 기자,052
485,413100,학예사 및 문화재 보존원,053
486,413101,학예사(큐레이터),053
487,413102,문화재보존원(컨서베이터),053
488,413200,사서 및 기록물 관리사,053
489,413201,사서,053
490,413202,기록물 관리사(기록물관리전문요원),053
491,214401,미술 강사,054
492,214402,음악 강사,054
493,214403,무용 강사,054
494,414100,화가 및 조각가,054
495,414200,사진작가 및 사진사,054
496,414300,만화가 및 만화영화 작가,054
497,414301,만화가,054
498,414302,만화영화 작가(애니메이터),054
499,414400,국악인 및 전통 예능인,054
500,414500,"지휘자, 작곡가 및 연주가",054
501,414600,가수 및 성악가,054
502,414700,무용가 및 안무가,054
503,414900,기타 시각 및 공연 예술가,054
504,414901,조련사(공연)·마술사 등 기타 시각 및 공연 예술가,054
505,414902,동화구연사,054
506,417100,공연·영화·음반 기획자,054
507,159100,제도사,055
508,415100,제품 디자이너,055
509,415101,기계·자동차·금속 제품 디자이너,055
510,415102,조명·전기·전자·통신 기기 디자이너,055
511,415103,가구 디자이너,055
512,415104,"팬시, 귀금속, 생활잡화 등 기타 제품 디자이너",055
513,415200,패션 디자이너,055
514,415201,의상 디자이너,055
515,415202,직물(텍스타일) 디자이너,055
516,415203,가방·신발·엑세서리 디자이너,055
517,415300,실내장식 디자이너,055
518,415301,인테리어 디자이너,055
519,415302,무대·세트·디스플레이 디자이너,055
520,415400,시각 디자이너,055
521,415401,광고디자이너,055
522,415402,책·인쇄물·출판 디자이너,055
523,415403,포장(패키지)디자이너,055
524,415404,일러스트레이터·삽화가,055
525,415405,색채전문가(컬러리스트),055
526,415406,기타 시각 디자이너,055
527,701603,"내장 목공(인테리어 목공 - 나무창호, 주방가구, 싱크대, 인테리어 치장)",055
528,415500,미디어 콘텐츠 디자이너,056
529,415501,웹 디자이너,056
530,415502,게임 디자이너,056
531,415503,그래픽아트 기술자,056
532,415504,UX/UI 디자이너,056
533,415505,기타 미디어 콘텐츠 디자이너,056
534,416100,감독 및 기술감독,057
535,416200,배우 및 모델,057
536,416301,아나운서 및 리포터,057
537,416302,쇼핑호스트,057
538,416303,사내(장내) 방송 아나운서,057
539,416400,촬영 기사,057
540,416500,음향·녹음 기사,057
541,416600,영상·녹화 및 편집 기사,057
542,416700,조명·영사 기사,057
543,416900,기타 연극·영화·방송 종사원,057
544,416901,"방송연출 보조(AD, FD)",057
545,416902,"엑스트라,소품·무대의상 관리 등 기타 연극·영화·방송 종사원",057
546,024401,행사·이벤트 기획자,058
547,024402,전시·회의 기획자,058
548,417100,공연·영화·음반 기획자,058
549,417200,연예인매니저 및 스포츠매니저,059
550,420100,스포츠 감독 및 코치,059
551,420200,직업 운동선수,059
552,420300,경기 심판 및 경기 기록원,059
553,420400,"스포츠강사, 레크리에이션강사 및 기타 관련 전문가",059
554,420401,태권도·검도·합기도 등 무술사범,059
555,420402,수영·골프·테니스·배드민턴·탁구 등 스포츠 강사,059
556,420403,헬스 트레이너,059
557,420404,"에어로빅, 요가 등 기타 스포츠 강사",059
558,420405,레크리에이션 전문가,059
559,420406,"프로모터, 경주마 조련사 등 기타 스프츠 관련 전문가",059
560,420900,기타 스포츠 및 여가서비스 종사원,059
561,420901,골프장 캐디,059
562,420902,카지노 딜러,059
563,420903,응원단원 및 기타 스포츠·오락 관련 도우미,059
564,511100,이용사,061
565,511200,미용사,061
566,511300,피부 및 체형 관리사,061
567,511301,피부 및 체형 관리사(발관리사 포함),061
568,511302,네일 아티스트(손톱 관리사),061
569,511303,목욕관리 및 기타 피부미용 종사원,061
570,511400,메이크업 아티스트 및 분장사,061
571,511401,메이크업아티스트 및 뷰티매니저,061
572,511402,분장사·특수분장사,061
573,511500,반려동물 미용 및 관리 종사원,061
574,511501,반려동물 미용사,061
575,511502,반려동물 훈련사(맹인견 조련사 포함),061
576,511503,반려동물 장의사,061
577,511504,"수의사 보조원(수의간호, 수의테크니션)",061
578,511900,"기타 미용 관련 서비스종사원(패션코디, 이미지컨설턴트 등)",061
579,512100,결혼상담원 및 웨딩플래너,062
580,512101,결혼 상담원,062
581,512102,웨딩 플래너,062
582,512200,혼례 종사원,062
583,512300,장례 지도사 및 장례 상담원,062
584,512400,점술가 및 민속신앙 종사원,062
585,512900,"말벗,노년플래너 등 기타 개인 생활 서비스원",062
586,029103,호텔·콘도·숙박시설 프론트 사무원,063
587,420901,골프장 캐디,063
588,420902,카지노 딜러,063
589,521100,여행상품 개발자,063
590,521200,여행 사무원,063
591,521300,여행 안내원 및 해설사,063
592,521301,관광통역 안내원,063
593,521302,여행 안내원,063
594,521303,"박물관,미술관,문화,역사,자연환경 등 각종 해설사",063
595,522100,항공기 객실승무원,063
596,522200,선박·열차 객실승무원,063
597,523000,숙박시설 서비스원,063
598,524000,오락시설 서비스원,063
599,524001,"오락시설 서비스원(노래방, PC방 등)",063
600,524002,테마파크 서비스원,063
601,541905,수학여행 안전요원,063
602,305000,영양사,064
603,531100,주방장 및 요리 연구가(푸드코디네이터 포함),064
604,531200,한식 조리사,064
605,531201,한식 조리사(일반 음식점),064
606,531202,학교 급식 조리사,064
607,531203,유치원·어린이집 급식 조리사,064
608,531204,병원 급식 조리사,064
609,531205,사업체 구내식당 급식 조리사,064
610,531300,중식 조리사,064
611,531400,양식 조리사,064
612,531500,일식 조리사,064
613,531600,바텐터(조주사),064
614,531700,음료 조리사(바리스타 포함),064
615,531900,기타 조리사,064
616,531901,분식 조리사,064
617,531902,포장마차·주점 조리사,064
618,531903,동남아·남미음식 조리사,064
619,871100,제과·제빵원,064
620,532100,패스트푸드 준비원,065
621,532200,홀서빙원,065
622,532201,호텔·레스토랑 웨이터·웨이트리스,065
623,532202,일반 음식점 서빙원,065
624,532203,주점·커피숍 서빙원,065
625,532300,주방 보조원,065
626,532301,주방 보조원(일반 음식점),065
627,532302,단체 급식 보조원,065
628,532400,음식 배달원,065
629,532401,음식 배달원,065
630,532402,패스트푸드 배달원,065
631,532900,기타 음식서비스 종사원(병원 배식원),065
632,872200,김치·밑반찬 제조 종사원,065
633,541100,경호원,066
634,541200,청원경찰,066
635,541300,시설·특수 경비원,066
636,541301,기계·무인 경비원(해당 경비지도사 포함),066
637,541302,시설·호송·특수 경비원(해당 경비지도사 포함),066
638,541900,기타 경호·보안 종사원,066
639,541901,보안 관제원(경비 관제원),066
640,541902,유통·매장·창고 감시원,066
641,541903,주차 단속원 및 안전 순찰원,066
642,541904,레저·테마파크 안전요원,066
643,541905,수학여행 안전요원,066
644,542000,경비원(건물 관리원),067
645,542001,아파트·빌라 경비원,067
646,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",067
647,542003,공사현장 경비원,067
648,542004,"기타 건물 관리원(공원, 종교시설 등)",067
649,550100,요양 보호사 및 간병인,068
650,550101,간병인(재가 제외),068
651,550102,재가 간병인,068
652,550103,시설 요양보호사(노인요양사),068
653,550104,재가 요양보호사,068
654,550105,복지시설 보조원,068
655,550200,육아 도우미(베이비시터),068
656,561100,청소원,069
657,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",069
658,561102,"호텔·콘도·숙박시설 청소원(룸메이드,하우스키퍼)",069
659,561103,외벽 및 창문 청소원,069
660,561104,특수 크리닝장비 청소원,069
661,561105,세차원 및 운송장비 청소원,069
662,561200,환경미화원 및 재활용품 수거원,069
663,561201,환경 미화원,069
664,561202,재활용품 및 폐기물 수거원,069
665,561300,배관 세정원 및 방역원,069
666,561301,배관 세정원(물탱크 청소 포함),069
667,561302,방역원(해충퇴치원 포함),069
668,561400,구두 미화원,069
669,561500,세탁원(다림질원),069
670,561601,가사 도우미,069
671,561602,입주 가사도우미,069
672,562100,계기 검침원 및 가스 점검원,06A
673,562200,자동판매기 관리원,06A
674,562300,주차 관리·안내원,06A
675,562400,검표원,06A
676,562900,기타 서비스 단순 종사원,06A
677,562901,대여제품 방문 점검원,06A
678,562902,환경 감시원,06A
679,562903,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",06A
680,624401,하역·적재 종사원,06A
681,624402,물건·이삿짐 운반원,06A
682,611000,부동산 컨설턴트 및 중개인,071
683,612100,기술 영업원,071
684,612101,자동차부품 및 운송장비 기술영업원,071
685,612102,기계장비 기술영업원,071
686,612103,화학제품 기술영업원,071
687,612104,전기·전자장비 기술영업원,071
688,612105,의료장비 기술영업원,071
689,612106,"IT 기술영업원(전산장비,소프트웨어)",071
690,612107,의약품 영업원(제약 영업원),071
691,612108,기타 기술영업원,071
692,612200,해외 영업원,071
693,612201,해외 영업원(영어),071
694,612202,해외 영업원(중국어),071
695,612203,해외 영업원(일본어),071
696,612204,해외 영업원(기타 언어권),071
697,612300,자동차 영업원,072
698,612301,자동차 영업원(자동차 딜러),072
699,612302,중고차 영업원,072
700,612400,제품·광고 영업원,072
701,612401,식품·주류 영업원,072
702,612402,건설자재 영업원,072
703,612403,건설수주 영업원,072
704,612404,광고·출판 영업원,072
705,612405,체인점 영업원,072
706,612406,상조·렌탈·회원모집 영업원,072
707,612407,일반 영업원,072
708,612500,상품 중개인 및 경매사,072
709,612900,기타 기술 영업·중개 종사원,072
710,029202,콜센터 상담원(콜센터·고객센터·CS센터),073
711,613000,텔레마케터,073
712,613001,텔레마케터(콜센터),073
713,613002,"텔레마케터(학원, 학습지, 유학)",073
714,613003,텔레마케터(금융·보험·대출·부동산),073
715,613004,"텔레마케터(쇼핑몰, 백화점, 마트)",073
716,613005,"텔레마케터(인터넷, 통신)",073
717,613006,기타 텔레마케터,073
718,531700,음료 조리사(바리스타 포함),074
719,614000,소규모 매장점장(매장매니저·매장슈퍼바이저),074
720,615100,상점 판매원,074
721,615101,백화점 판매원,074
722,615102,대형마트 판매원,074
723,615103,편의점 판매원,074
724,615104,면세점 판매원,074
725,615105,일반상점 판매원,074
726,615106,의류 판매원,074
727,615107,화장품 판매원,074
728,615108,가구 판매원,074
729,615109,가전 판매원(컴퓨터 포함),074
730,615110,음식료품 판매원,074
731,615111,"꽃 판매원(플로리스트, 토피어리어 포함)",074
732,615112,"잡화 판매원(사무용품,도서,음반 포함)",074
733,616101,매장 계산원,074
734,615200,통신 기기·서비스 판매원,075
735,615201,통신기기 판매원(핸드폰 판매 및 가입),075
736,615202,"통신서비스 판매원(인터넷,IPTV 가입)",075
737,615300,온라인 판매원,075
738,615400,상품 대여원,075
739,615401,자동차 대여원(렌터카),075
740,615402,"생활용품 대여원(정수기,가전제품,의복,어린이 용품)",075
741,615403,"기타 대여원(기계장비,오락·스포츠 용품,도서,영상)",075
742,615500,노점 및 이동 판매원,075
743,615700,주유원(가스 충전원),075
744,615701,주유원(주유판매원),075
745,615702,가스 충전원,075
746,616100,매장 계산원 및 요금 정산원,076
747,616101,매장 계산원,076
748,616102,"요금 정산원(주차요금,통행료)",076
749,616200,매표원 및 복권 판매원,076
750,617100,홍보 도우미 및 판촉원,077
751,617101,홍보 도우미 및 판촉원(나레이터 모델 포함),077
752,617102,이벤트·행사 진행원,077
753,617900,기타 판매 단순 종사원,077
754,617901,매장 정리원(매장 보조원),077
755,617902,상품 진열원,077
756,617903,쇼핑몰택배 준비원,077
757,617904,"기타 판매 단순 종사원(전단지배포, 벽보원, 물품 보관원)",077
758,028202,철도·지하철 운송 사무원,078
759,028203,항공 운송 사무원,078
760,028204,수상 운송 사무원(해상 운송),078
761,621100,항공기 조종사,078
762,621200,"선장, 항해사 및 도선사",078
763,621300,철도·전동차 기관사,078
764,621400,"관제사(항공,선박,철도 등)",078
765,621900,기타 항공·철도운송종사원(항공기유도원·화물열차차장·신호수),078
766,885901,드론 조작원,078
767,028201,도로 운송 사무원(배차사무 포함),079
768,562300,주차 관리·안내원,079
769,622100,택시 운전원,079
770,622200,버스 운전원,079
771,622201,"노선버스 운전원(시내, 마을, 시외, 고속)",079
772,622202,관광 및 통근·통학·학원 및 기타 버스 운전원,079
773,622300,화물차·특수차 운전원,079
774,622301,경·소형 화물차 운전원,079
775,622302,중·대형 화물차 운전원(트레일러 포함),079
776,622303,견인차·유조차·구난차·청소차 등 특수차 운전원,079
777,622900,기타 자동차 운전원,079
778,622901,승용차 운전원(자가용 운전원),079
779,622902,승합차 운전원,079
780,622903,대리 운전원,079
781,622904,주차 운전원,079
782,622905,호송차량 운전원,079
783,622906,"기타 자동차 운전원(렌터카,구급차,우편차,자동차선적 등)",079
784,623000,물품이동장비 조작원(크레인·호이스트·지게차),07A
785,623001,"크레인 운전원(천정,타워 제외)",07A
786,623002,천장·타워 크레인 운전원,07A
787,623003,호이스트 운전원,07A
788,623004,지게차 운전원,07A
789,623005,리프트·케이블카 조작원,07A
790,532401,음식 배달원,07B
791,532402,패스트푸드 배달원,07B
792,624100,택배원,07B
793,624101,일반 택배원(퀵서비스 포함),07B
794,624102,지하철 택배원,07B
795,624103,배송·납품 운전원(납품영업 포함),07B
796,624200,우편물 집배원,07B
797,624300,선박 갑판원 및 관련 종사원,07B
798,624401,하역·적재 종사원,07B
799,624402,물건·이삿짐 운반원,07B
800,624900,신문·음료(우유·요구르트 등) 기타 배달원,07B
801,701100,철골공(강구조물 건립원),081
802,701200,"경량철골공(석고보드공,텍스공,조립주택 건립원)",081
803,701300,철근공,081
804,701401,콘크리트공,081
805,701402,콘크리트건물·피시 조립원,081
806,701500,건축 석공,081
807,701600,건축 목공,081
808,701601,형틀 목공(거푸집 설치공),081
809,701602,외장 목공(목조주택 건립),081
810,701603,"내장 목공(인테리어 목공 - 나무창호, 주방가구, 싱크대, 인테리어 치장)",081
811,701604,전통 건축원,081
812,701700,조적공 및 석재 부설공,081
813,701900,기타 건설 구조 기능원,081
814,701901,건설현장반장,081
815,701902,비계공,081
816,701903,건물칸막이 설치원,081
817,701904,"기타 건설 기능원(건물해체,정화조설치,방음벽설치 등)",081
818,702100,미장공,082
819,702200,방수공,082
820,702300,단열공,082
821,702400,바닥재 시공원,082
822,702401,타일·대리석 시공원,082
823,702402,장판·카펫 시공원,082
824,702500,도배공 및 유리 부착원,082
825,702501,도배공,082
826,702502,유리 부착원(유리공),082
827,702600,건물 도장공,082
828,702701,새시 조립·설치원,082
829,702702,새시 보조원(견습공),082
830,702900,기타 건축 마감 기능원,082
831,702901,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),082
832,702902,지붕잇기원 등 기타 건축 마감 기능원,082
833,703100,건설 배관공,083
834,703101,"건축 배관공(옥내급수관,상하수배관,위생 배관)",083
835,703102,가스 배관공(가스관 설치원),083
836,703200,"공업 배관공(플랜트,항공,선박,철도차량)",083
837,703900,기타 배관공,083
838,703901,기타 배관공(배관누수 탐지원),083
839,703902,배관 보조원,083
840,824100,용접원,083
841,623001,"크레인 운전원(천정,타워 제외)",084
842,623002,천장·타워 크레인 운전원,084
843,704000,건설·채굴 기계 운전원,084
844,704001,"굴착기(굴삭기,포클레인) 운전원",084
845,704002,로더 운전원(페이로더 운전원),084
846,704003,레미콘 차량 운전원(콘크리트 믹서 트럭),084
847,704004,"도로정지기, 덤프트럭 등 기타 건설·채굴 기계 운전원",084
848,704005,농림어업 기계 운전원,084
849,705100,"광원, 채석원 및 석재 절단원",085
850,705101,광원 및 채석원,085
851,705102,"석재 가공원(석재 절단, 연마, 조각원 등)",085
852,705200,철로 설치·보수원,085
853,705900,기타 채굴·토목 종사원,085
854,705901,점화·발파·화약관리원 및 삭구원,085
855,705902,"잠수 기능원(잠수부, 구난 잠수요원)",085
856,706000,건설·채굴 단순 종사원,086
857,706001,조경시설물 설치원,086
858,706002,건설·채굴 단순 종사원,086
859,811100,공업기계 설치·정비원,091
860,811101,공작기계 설치·정비원,091
861,811102,화학기계 설치·정비원,091
862,811103,섬유기계 설치·정비원,091
863,811104,전자제품 제조기계 설치·정비원,091
864,811105,식품기계 설치·정비원,091
865,811106,기타 공업기계 설치·정비원,091
866,811200,승강기 설치·정비원,091
867,811201,엘리베이터 설치·정비원,091
868,811202,에스컬레이터 설치·정비원(무빙워크 포함),091
869,811203,"기타 승강기 설치·정비원(휠체어리프트, 자동문 포함)",091
870,811300,물품이동장비 설치·정비원,091
871,811301,크레인·호이스트 설치·정비원,091
872,811302,지게차 정비원,091
873,811400,냉동·냉장·공조기 설치·정비원,091
874,811401,산업용 냉동·냉장·공조기 설치·정비원,091
875,811402,건물·가정용 냉동·냉장·공조기 설치·정비원,091
876,811500,보일러 설치·정비원,091
877,811501,산업용 보일러 설치·수리원,091
878,811502,건물·가정용 보일러 설치·수리원,091
879,811600,건설·광업용 기계 설치·정비원,091
880,811900,농업용 및 기타 기계장비 설치 및 정비원,091
881,812100,항공기 정비원,092
882,812200,선박 정비원,092
883,812300,철도기관차·전동차 정비원,092
884,812400,자동차 정비원,092
885,812401,자동차 엔진·섀시·전기·전자 정비원,092
886,812402,자동차 차체·판금·도장 정비원,092
887,812403,자동차 경정비원,092
888,812404,자동차 튜닝원,092
889,812900,오토바이·자전거 및 기타 운송장비 정비원,092
890,813100,금형원,093
891,813101,프레스 금형 제조원,093
892,813102,플라스틱 금형 제조원,093
893,813103,다이캐스팅 금형 제조원,093
894,813104,캐드캠 기능원,093
895,813105,금형제조 보조원,093
896,813200,금속 공작기계 조작원,093
897,813201,CNC 선반 조작원(NC 선반 조작원),093
898,813202,범용 선반 조작원,093
899,813203,CNC 밀링기 조작원(NC 밀링기 조작원),093
900,813204,범용 밀링기조작원,093
901,813205,드릴링기 및 보링기 조작원,093
902,813206,연삭기 및 연마(광택)기 조작원,093
903,813207,프레스기 및 절단기 조작원,093
904,813208,톱기계 조작원,093
905,813209,금속절곡기 조작원(밴딩기 조작원),093
906,813210,머시닝센터(MCT) 조작원,093
907,813211,방전기 및 와이어컷 방전기 조작원,093
908,813212,레이저 절단원,093
909,813213,기타 금속공작기계 조작원 및 보조원,093
910,821200,금속가공 기계 조작원,093
911,814000,냉·난방 설비 조작원,094
912,814001,산업용 냉난방 설비 조작원,094
913,814002,건물용 냉난방 설비 조작원,094
914,815000,자동조립라인·산업용로봇 조작원,094
915,815001,자동조립라인 조작원,094
916,815002,산업용 로봇 조작원,094
917,834000,전기·전자 설비 조작원,094
918,816100,일반기계 조립원,095
919,816101,공작기계 조립·검사원,095
920,816102,공업기계 조립·검사원(공작기계 제외),095
921,816103,건설·광업·농업 기계 조립·검사원,095
922,816104,공구 조립·검사원,095
923,816105,기타 기계 조립·검사원,095
924,816200,금속기계부품 조립원,095
925,817100,자동차 조립·검사원,095
926,817200,자동차 부품 조립·검사원,095
927,817300,항공기·선박·철도기관차·전동차 등 운송장비 조립·검사원,095
928,813200,금속 공작기계 조작원,096
929,821100,금속가공 제어장치 조작원(용광로·용해로·금속가열로),096
930,821200,금속가공 기계 조작원,096
931,821201,압연기 조작원,096
932,821202,금속 열처리로 조작원,096
933,821203,인발·신선·연선·압출기 조작원,096
934,821204,금속가공 검사원,096
935,703101,"건축 배관공(옥내급수관,상하수배관,위생 배관)",097
936,703102,가스 배관공(가스관 설치원),097
937,703200,"공업 배관공(플랜트,항공,선박,철도차량)",097
938,703902,배관 보조원,097
939,822100,판금원(덕트원 포함),097
940,822201,판금기 조작원,097
941,822202,판금기 보조원(견습공),097
942,822301,제관원,097
943,822302,제관 보조원(견습공),097
944,822400,제관기 조작원,097
945,823101,단조원,097
946,823102,단조 보조원(견습공),097
947,823200,단조기조작원,097
948,823300,주조원,097
949,823301,"주조원(목형원, 원형원, 주형원)",097
950,823302,주조 보조원(견습공),097
951,703101,"건축 배관공(옥내급수관,상하수배관,위생 배관)",098
952,703102,가스 배관공(가스관 설치원),098
953,703200,"공업 배관공(플랜트,항공,선박,철도차량)",098
954,703902,배관 보조원,098
955,823400,주조기 조작원(다이캐스팅기 조작원 포함),098
956,824100,용접원,098
957,824101,가스용접원(산소용접원),098
958,824102,"전기용접원(아크,알곤,티그용접원)",098
959,824103,화염절단원,098
960,824104,조선용접원(조선취부사 포함),098
961,824105,납땜원,098
962,824106,기타 용접원,098
963,824107,용접 사상원 및 보조원,098
964,824200,자동용접기 및 용접로봇 조작원,098
965,825100,도장원(도장기조작원),099
966,825101,자동차 도장기 조작원,099
967,825102,금속제품 도장기 조작원,099
968,825103,가구 및 기타 도장기 조작원,099
969,825200,도금·금속분무기 조작원,099
970,826100,유리·유리제품 생산기계 조작원,09A
971,826101,유리 생산기계 조작원,09A
972,826102,유리제품 생산기계 조작원,09A
973,826103,렌즈 가공기계 조작원,09A
974,826200,점토제품 생산기계 조작원,09A
975,826201,도자기 생산기계 조작원,09A
976,826202,벽돌·타일 생산기계 조작원,09A
977,826300,시멘트·광물제품 생산기계 조작원,09A
978,826400,광석·석제품 생산기계 조작원,09A
979,826900,기타 비금속제품 생산기계 조작원,09A
980,831100,산업 전기공(항공기·선박·철도기관차·전동차 전기공),101
981,831200,내선 전기공,101
982,831201,내선 전기공(건물 내 전기공사원),101
983,831202,조명기구 등 전기기기 설치·정비원,101
984,831203,발전기 설치·정비원,101
985,831204,전기·전자 제어장치 설치·정비원,101
986,831300,외선 전기공,101
987,832100,사무용 전자기기 설치·수리원(컴퓨터 제외),102
988,832200,가전제품 설치·수리원,102
989,832201,TV·비디오·오디오 설치 및 수리원,102
990,832202,냉장고·세탁기 설치 및 수리원,102
991,832203,에어컨·공기정화기 설치 및 수리원,102
992,832204,정수기·냉온수기·비데 설치 및 수리원,102
993,832205,그 외 가전제품 설치 및 수리원,102
994,832900,기타 전기·전자 기기 설치·수리원,102
995,832901,감시카메라 및 보안장치 설치·수리원,102
996,832902,현금인출기 설치·수리원,102
